date,day_of_week,start_time,end_time,location,speaker,affiliation,theme,track_x,recommended,time_for_row,orig_time_if_moved,is_moderator,has_room_conflict,is_general_event
November 18th,Tuesday,9:50 AM,10:30 AM,Copley Place - Third Floor: Harvard,Bill Warren,New Orleans Baptist Theological Seminary,Introducing the Greek New Testament by Biblica,New Testament,False,9:50 AM,,False,False,
November 18th,Tuesday,10:40 AM,11:20 AM,Copley Place - Third Floor: Harvard,Daniel Stevens,"Boyce College, The Southern Baptist Theological Seminary",Literature for Literati: An Assessment of Recent Literary Claims Regarding the Gospels,New Testament,False,10:40 AM,,False,False,
November 18th,Tuesday,11:30 AM,12:10 PM,Copley Place - Third Floor: Harvard,Greg Stiekes,,"(Bob Jones University Seminary) The Uninterpreted Parable in Jesus's Preaching",New Testament,,11:30 AM,,False,False,
November 18th,Tuesday,9:00 AM,12:10 PM,Copley Place - Third Floor: Northeastern,Timothy Yap,Olivet Theological Seminary,Moderator,Old Testament,,9:00 AM,,True,False,
November 18th,Tuesday,9:00 AM,9:40 AM,Copley Place - Third Floor: Northeastern,Anthony Caﬀey,Moody Theological Seminary,Re-envisioning Vision: A Better Way to Understand ן$זחָ in Proverbs 29:18,Old Testament,,9:00 AM,,False,False,
November 18th,Tuesday,9:50 AM,10:30 AM,Copley Place - Third Floor: Northeastern,Jonathan J. Routley,Emmaus University,“I Sent the Hornet Before You”: A Critical Examination of העָ *(ִ הַ in Joshua 24:12,Old Testament,False,9:50 AM,,False,False,
November 18th,Tuesday,10:40 AM,11:20 AM,Copley Place - Third Floor: Northeastern,Ryan C Hanley,University of the Cumberlands,Tov Meod: The Compelling Beauty of Male and Female Complementarity in the Old Testament,Old Testament,,10:40 AM,,False,False,
November 18th,Tuesday,11:30 AM,12:10 PM,Copley Place - Third Floor: Northeastern,Miles Van Pelt,Reformed Theological Seminary,"Interpreting the Song of Songs: Wisdom, Orthodoxy, and Feminism",Old Testament,False,11:30 AM,,False,False,
November 18th,Tuesday,9:00 AM,12:10 PM,Copley Place - Third Floor: MIT,Gregory R. Lanier,"Reformed Theological Seminary, Orlando",Moderator,Old Testament,,9:00 AM,,True,False,
November 18th,Tuesday,9:00 AM,9:40 AM,Copley Place - Third Floor: MIT,Matthew Albanese,Union University,Septuagint Pentateuch as Literary-Scriptural Encyclopedia,Old Testament,False,9:00 AM,,False,False,
November 18th,Tuesday,9:50 AM,10:30 AM,Copley Place - Third Floor: MIT,Joel Korytko,Northwest College & Seminary,How Septuagint Exodus 22:24(25) Permits the Charging of Interest in Contradiction to the Hebrew,Old Testament,False,9:50 AM,,False,False,
November 18th,Tuesday,10:40 AM,11:20 AM,Copley Place - Third Floor: MIT,John Meade,,"(Midwestern Baptist Theological Seminary) Biblia Hebraica Quinta Job and the Greek Editions of Job",Old Testament,,10:40 AM,,False,False,
November 18th,Tuesday,11:30 AM,12:10 PM,Copley Place - Third Floor: MIT,Christopher J. Fresch,Bible College of South Australia,Sins against Native Greek?: A Linguistic Investigation into 'Semitisms' in the Septuagint,Old Testament,False,11:30 AM,,False,False,
November 18th,Tuesday,9:00 AM,12:10 PM,Copley Place - Fifth Floor: New Hampshire,Karelynne Gerber Ayayo,Palm Beach Atlantic University,Moderator,Practical Theology,,9:00 AM,,True,False,
November 18th,Tuesday,9:00 AM,9:40 AM,Copley Place - Fifth Floor: New Hampshire,Seth J. Nelson,Erskine Theological Seminary,Enhancing Transfer of Learning from Seminary Classes to Pastoral Ministry,Practical Theology,False,9:00 AM,,False,False,
November 18th,Tuesday,9:50 AM,10:30 AM,Copley Place - Fifth Floor: New Hampshire,Leland Brown,The London Lyceum,Pastoral Ministry with the Council of Nicaea,Practical Theology,False,9:50 AM,,False,False,
November 18th,Tuesday,10:40 AM,11:20 AM,Copley Place - Fifth Floor: New Hampshire,Kirk Patston,Sydney Missionary and Bible College,How do Parents Narrate and Explain the Spiritual Life of their Adult Children with Disability?,Practical Theology,False,10:40 AM,,False,False,
November 18th,Tuesday,11:30 AM,12:10 PM,Copley Place - Fifth Floor: New Hampshire,Gavin Ortlund,Truth Unites/Immanuel Nashville/Phoenix Seminary,The State of “Protestant Apologetics:” An Assessment and Plea,Practical Theology,True,11:30 AM,,False,False,
November 18th,Tuesday,9:00 AM,12:10 PM,Copley Place - Fifth Floor: Vermont,Scott D. MacDonald,Canadian Baptist Theological Seminary and College,Moderator,Practical Theology,,9:00 AM,,True,False,
November 18th,Tuesday,9:00 AM,9:40 AM,Copley Place - Fifth Floor: Vermont,Diego Castro,"Midwestern Baptist Theological Seminary/University of the Andes, Chile",The Liberating Christ in Luke 4:18-19: Christological and Social Implications in Latin America,Practical Theology,False,9:00 AM,,False,False,
November 18th,Tuesday,9:50 AM,10:30 AM,Copley Place - Fifth Floor: Vermont,Okelloh Ogera,,"(Great Lakes University of Kisumu) African Evangelical Theology and Creedal Christianity: Functionalism verses Proportionalism",Practical Theology,,9:50 AM,,False,False,
November 18th,Tuesday,10:40 AM,11:20 AM,Copley Place - Fifth Floor: Vermont,Thomas B. Messick,Melbourne School of Theology,"Fethullah Gülen, Said Nursi, and John Calvin's Understanding of Tyranny",Practical Theology,False,10:40 AM,,False,False,
November 18th,Tuesday,11:30 AM,12:10 PM,Copley Place - Fifth Floor: Vermont,Blake McKinney,Texas Baptist College / SWBTS,Out of the Pit I Call: Mining Songs and Blue-collar American Lamentation,Practical Theology,False,11:30 AM,,False,False,
November 18th,Tuesday,9:00 AM,12:10 PM,Copley Place - Fifth Floor: Maine,James Lee,Talbot School of Theology,Moderator,Practical Theology,,9:00 AM,,True,False,
November 18th,Tuesday,9:00 AM,9:40 AM,Copley Place - Fifth Floor: Maine,Helen Chen,Trinity Evangelical Divinity School,Dyothelite Christology and the Transformation of Human Will: A Neo-Chalcedonian Contribution,Practical Theology,False,9:00 AM,,False,False,
November 18th,Tuesday,9:50 AM,10:30 AM,Copley Place - Fifth Floor: Maine,Tom Schwanda,Wheaton College,"When You Can't Sleep, Pray!: Evening Spirituality During the Watches of the Night",Practical Theology,False,9:50 AM,,False,False,
November 18th,Tuesday,10:40 AM,11:20 AM,Copley Place - Fifth Floor: Maine,Frankie Melton,North Greenville University,The Puritan Vision of Christian Contentment: Examining Jeremiah Burroughs and Thomas Watson,Practical Theology,False,10:40 AM,,False,False,
November 18th,Tuesday,11:30 AM,12:10 PM,Copley Place - Fifth Floor: Maine,Rebecca Muir,Ridley College,The Christian Community as a Resource for Suﬀering Christians in Hebrews,Practical Theology,False,11:30 AM,,False,False,
November 18th,Tuesday,9:00 AM,12:10 PM,Copley Place - Third Floor: Brandeis,Daniel Strand,Air War College,Moderator,Recovering Classical Protestant Politics,,9:00 AM,,True,True,
November 18th,Tuesday,9:00 AM,9:40 AM,Copley Place - Third Floor: Brandeis,Ben R. Crenshaw,University of Mississippi,"",Recovering Classical Protestant Politics,False,9:00 AM,,False,True,
November 18th,Tuesday,9:50 AM,10:30 AM,Copley Place - Third Floor: Brandeis,Glenn Moots,Northwood University,Is Covenanting a Viable Political Concept Now?,Recovering Classical Protestant Politics,False,9:50 AM,,False,True,
November 18th,Tuesday,10:40 AM,11:20 AM,Copley Place - Third Floor: Brandeis,Daniel Strand,Air War College,The Limits of Conformity: Conscience and Casuistry in Caroline Practical Divinity,Recovering Classical Protestant Politics,False,10:40 AM,,False,True,
November 18th,Tuesday,11:30 AM,12:10 PM,Copley Place - Third Floor: Brandeis,Stephen Wolfe,Independent Scholar,Are Christian Nations Possible?,Recovering Classical Protestant Politics,False,11:30 AM,,False,True,
November 18th,Tuesday,9:00 AM,12:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon C,Mark Liederbach,Southeastern Baptist Theological Seminary,Moderator,Revitalizing Francis Schaeﬀer's Work for the 21st Century,,9:00 AM,,True,False,
November 18th,Tuesday,9:00 AM,9:40 AM,Copley Place - Fourth Floor: Grand Ballroom Salon C,Larry Lyon,New Orleans Baptist Theological Seminary,Antithesis as Cornerstone: Schaeﬀer's Framework for Christian Public Theology,Revitalizing Francis Schaeﬀer's Work for the 21st Century,False,9:00 AM,,False,False,
November 18th,Tuesday,9:50 AM,10:30 AM,Copley Place - Fourth Floor: Grand Ballroom Salon C,Evan Lenow,Mississippi College,Whatever Happened to Francis Schaeﬀer?: Reviving Schaeﬀer’s Arguments in the Abortion Debate,Revitalizing Francis Schaeﬀer's Work for the 21st Century,False,9:50 AM,,False,False,
November 18th,Tuesday,10:40 AM,11:20 AM,Copley Place - Fourth Floor: Grand Ballroom Salon C,Christopher Talbot,Welch Divinity School,The Trinity Who Is There: The Trinitarian Apologetics of E. J. Carnell and Francis A. Schaeﬀer,Revitalizing Francis Schaeﬀer's Work for the 21st Century,False,10:40 AM,,False,False,
November 18th,Tuesday,11:30 AM,12:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon C,Mark Liederbach,Southeastern Baptist Theological Seminary,Schaeﬀer as Ethicist: Exploring the Metaethical Foundations for his Cultural Engagement,Revitalizing Francis Schaeﬀer's Work for the 21st Century,False,11:30 AM,,False,False,
November 18th,Tuesday,9:00 AM,12:10 PM,Copley Place - Third Floor: Boston University,Stefan C. Matzal,"Trinity Fellowship, Syracuse, NY",Moderator,Systematic Theology,,9:00 AM,,True,False,
November 18th,Tuesday,9:00 AM,9:40 AM,Copley Place - Third Floor: Boston University,Mark Saucy,Talbot School of Theology,Spirit of Grace: Rethinking the Covenantal Distinctions of the Holy Spirit’s Ministry,Systematic Theology,False,9:00 AM,,False,False,
November 18th,Tuesday,9:50 AM,10:30 AM,Copley Place - Third Floor: Boston University,Michael Carlino,The Southern Baptist Theological Seminary,Felix Culpa & Consummation Anyway: A Reformed Proposal for Understanding God's Decree & Covenant,Systematic Theology,False,9:50 AM,,False,False,
November 18th,Tuesday,10:40 AM,11:20 AM,Copley Place - Third Floor: Boston University,Jesse Johnson,The Master's Seminary--Washington DC,Dispensationalism and the Covenant of Redemption,Systematic Theology,False,10:40 AM,,False,False,
November 18th,Tuesday,11:30 AM,12:10 PM,Copley Place - Third Floor: Boston University,Micah E. Chung,New Orleans Baptist Theological Seminary,"Bonded by Broken Bread: Food, Covenant, and the Atoning Sacriﬁce of Christ",Systematic Theology,False,11:30 AM,,False,False,
November 18th,Tuesday,9:00 AM,9:40 AM,Copley Place - Third Floor: Simmons,Luke Beavers,Marquette University,Canonical Exegesis and Authorial Intention in Ordinary Language Perspective,Systematic Theology,False,9:00 AM,,False,False,
November 18th,Tuesday,9:50 AM,10:30 AM,Copley Place - Third Floor: Simmons,J. Jarrett Ford,Cedarville University,"Genesis, Paul, and the Literal Sense: Rethinking the Allegory-Typology Divide",Systematic Theology,False,9:50 AM,,False,False,
November 18th,Tuesday,10:40 AM,11:20 AM,Copley Place - Third Floor: Simmons,Timothy Scott Willis,Beeson Divinity School,Double Fulﬁllment?: The Theology of Psalms 2 and 24 in the Matthean Passion Account,Systematic Theology,False,10:40 AM,,False,False,
November 18th,Tuesday,11:30 AM,12:10 PM,Copley Place - Third Floor: Simmons,Thomas Keene,Reformed Theological Seminary,What is he waiting for? Apocalyptic Delay and Ecclesial Contingency in 2 Peter 3,Systematic Theology,False,11:30 AM,,False,False,
November 18th,Tuesday,9:00 AM,9:40 AM,Copley Place - Fourth Floor: Grand Ballroom Salon A,Daniel Forbes,"Grace Community Bible Church - Austin, TX",Do Not Despise Davidic Discipline: The Davidic Covenant in Proverbs 3:11-12,Systematic Theology,False,9:00 AM,,False,False,
November 18th,Tuesday,9:50 AM,10:30 AM,Copley Place - Fourth Floor: Grand Ballroom Salon A,Andrew Streett,Southwestern Baptist Theological Seminary,The Messiah’s Release: The Jubilee (Lev 25; Deut 15; Isa 61) Background of Mark 2:1-28 and Luke,Systematic Theology,False,9:50 AM,,False,False,
November 18th,Tuesday,10:40 AM,11:20 AM,Copley Place - Fourth Floor: Grand Ballroom Salon A,Susan M. Rieske,Moody Theological Seminary,"Hate Speech, Prophetic Rebuke, or Something Deeper? The “Brood of Vipers” Epithet in the Gospels",Systematic Theology,False,10:40 AM,,False,False,
November 18th,Tuesday,11:30 AM,12:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon A,Benjamin E. Castaneda,Edinburgh Theological Seminary,Naming the νομοθέτης: Identifying the Lawgiver and Judge of James 4:12,Systematic Theology,False,11:30 AM,,False,False,
November 18th,Tuesday,9:00 AM,12:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon I,Ken Magnuson,Evangelical Theological Society,Moderator,The Perils and Possibilities of AI for Academics,,9:00 AM,,True,False,
November 18th,Tuesday,9:00 AM,9:40 AM,Copley Place - Fourth Floor: Grand Ballroom Salon I,Jason Thacker,Boyce College,What Could Go Wrong? The Ethics and Challenges of AI,The Perils and Possibilities of AI for Academics,False,9:00 AM,,False,False,
November 18th,Tuesday,9:50 AM,10:30 AM,Copley Place - Fourth Floor: Grand Ballroom Salon I,David Kotter,Colorado Christian University,What Could Go Right? The Promise and Possibilities of AI,The Perils and Possibilities of AI for Academics,False,9:50 AM,,False,False,
November 18th,Tuesday,10:40 AM,11:20 AM,Copley Place - Fourth Floor: Grand Ballroom Salon I,Panel Discussion,,"AI Use Cases: Practical Applications for Scholars Adam Dodd (Southwestern Seminary) Patrick Schreiner (Midwestern Baptist Theological Seminary) David Bosworth (Colorado Christian University) David Kotter (Colorado Christian University)",The Perils and Possibilities of AI for Academics,,10:40 AM,,False,False,
November 18th,Tuesday,11:30 AM,12:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon I,Panel Discussion,,The Perils and Possibilities of AI for Academics Adam Dodd (Southwestern Seminary) Patrick Schreiner (Midwestern Baptist Theological Seminary) David Bosworth (Colorado Christian University) David Kotter (Colorado Christian University) Jason Thacker (Boyce College),The Perils and Possibilities of AI for Academics,,11:30 AM,,False,False,
November 18th,Tuesday,12:15 PM,1:15 PM,Copley Place - Fourth Floor: Grand Ballroom Salon I,Lunch,,,The Perils and Possibilities of AI for Academics,,12:15 PM,12:15 PM,False,False,True
November 18th,Tuesday,1:30 PM,4:40 PM,Copley Place - Third Floor: Northeastern,Donald Westblade,Hillsdale College,Moderator,American Christianity,,1:30 PM,,True,False,
November 18th,Tuesday,1:30 PM,2:10 PM,Copley Place - Third Floor: Northeastern,Nathan A. Finn,North Greenville University,Carl F. H. Henry as a Cultural Apologist: The Defense of Nicene Christology as a Test Case,American Christianity,False,1:30 PM,,False,False,
November 18th,Tuesday,2:20 PM,3:00 PM,Copley Place - Third Floor: Northeastern,John W. Tweeddale,Reformation Bible College,New Evangelical Networks and the Early Ministry of James Montgomery Boice,American Christianity,False,2:20 PM,,False,False,
November 18th,Tuesday,3:10 PM,3:50 PM,Copley Place - Third Floor: Northeastern,Adam E. Peterson,The Southern Baptist Theological Seminary,"Our Fate is One: African American Creedal Christianity and the Rise of Jim Crow, 1895-1915",American Christianity,False,3:10 PM,,False,False,
November 18th,Tuesday,4:00 PM,4:40 PM,Copley Place - Third Floor: Northeastern,Travis C. Hearne,The Southern Baptist Theological Seminary,"The Disillusionment of Christian America: Reinhold Niebuhr’s Realist Turn ",American Christianity,False,4:00 PM,,False,False,
November 18th,Tuesday,1:30 PM,4:40 PM,Copley Place - Third Floor: Tufts,Benjamin Shin,Talbot School of Theology,Moderator,Asian/Asian American Theology,,1:30 PM,,True,False,
November 18th,Tuesday,1:30 PM,2:10 PM,Copley Place - Third Floor: Tufts,Hannah Nation,University of Edinburgh/Center for House Church Theology,Beyond Soteriology: Applications of Union with Christ in the Chinese House Churches,Asian/Asian American Theology,False,1:30 PM,,False,False,
November 18th,Tuesday,2:20 PM,3:00 PM,Copley Place - Third Floor: Tufts,Ahnna Cho,University of Aberdeen,Performing Orthodoxy: Asian American Creedal Faith in Vanhoozer’s Theodrama,Asian/Asian American Theology,False,2:20 PM,,False,False,
November 18th,Tuesday,3:10 PM,3:50 PM,Copley Place - Third Floor: Tufts,Benjamin Shin,Talbot School of Theology,“The One Church Model” of Governance for a Korean Church: Fact or Fiction?,Asian/Asian American Theology,False,3:10 PM,,False,False,
November 18th,Tuesday,4:00 PM,4:40 PM,Copley Place - Third Floor: Tufts,Melissa Tan,University of Aberdeen,James Lee (Talbot School of Theology) The Theoretical and Applied Theology of Shame in the Westernized Asian Immigrant Context,Asian/Asian American Theology,False,4:00 PM,,False,False,
November 18th,Tuesday,1:30 PM,4:40 PM,Copley Place - Third Floor: Boston University,Ched Spellman,Cedarville University,Moderator,Biblical Theology,,1:30 PM,,True,False,
November 18th,Tuesday,1:30 PM,2:10 PM,Copley Place - Third Floor: Boston University,Brian Rosner,Ridley College,Wilderness as a Theme in Biblical Theology,Biblical Theology,False,1:30 PM,,False,False,
November 18th,Tuesday,2:20 PM,3:00 PM,Copley Place - Third Floor: Boston University,Derek Bass,"Tyndale Theological Seminary, The Netherlands",Is the Roaring Lion Yahweh or Messiah: Ambiguity and the Implications for Divine Identity?,Biblical Theology,False,2:20 PM,,False,False,
